date,股票代码,open,close,high,low,volume,money,振幅,涨跌幅,涨跌额,turnover
2020-08-20,688393,68.66,59.54,73.06,59.25,152526,1011670141.0,46.62,101.01,29.92,71.95
2020-08-21,688393,58.06,55.37,62.06,55.12,87626,515116569.0,11.66,-7.0,-4.17,41.33
2020-08-24,688393,54.36,49.56,54.36,48.26,67884,348221744.0,11.02,-10.49,-5.81,32.02
2020-08-25,688393,49.08,56.36,58.44,49.06,78749,424186132.0,18.93,13.72,6.8,37.15
2020-08-26,688393,55.08,51.64,57.93,51.08,60163,331482352.0,12.15,-8.37,-4.72,28.38
2020-08-27,688393,50.29,50.03,52.51,48.91,34401,176133793.0,6.97,-3.12,-1.61,16.23
2020-08-28,688393,50.26,48.98,50.26,48.06,28100,140317927.0,4.4,-2.1,-1.05,13.25
2020-08-31,688393,49.24,49.04,50.47,48.24,22102,111009650.0,4.55,0.12,0.06,10.43
2020-09-01,688393,49.06,49.34,50.02,48.66,15107,75869127.0,2.77,0.61,0.3,7.13
2020-09-02,688393,49.21,47.63,49.52,47.54,24213,118984930.0,4.01,-3.47,-1.71,11.42
2020-09-03,688393,47.91,47.7,49.03,47.48,15946,78384335.0,3.25,0.15,0.07,7.52
2020-09-04,688393,47.31,47.12,47.46,46.79,10066,48369281.0,1.4,-1.22,-0.58,4.75
2020-09-07,688393,47.07,44.94,47.58,44.93,19455,91448717.0,5.62,-4.63,-2.18,9.18
2020-09-08,688393,45.26,44.71,45.5,44.39,8339,38117413.0,2.47,-0.51,-0.23,3.93
2020-09-09,688393,44.48,42.62,44.48,42.58,13447,59545940.0,4.25,-4.67,-2.09,6.34
2020-09-10,688393,43.53,41.85,44.13,41.64,9044,39788813.0,5.84,-1.81,-0.77,4.27
2020-09-11,688393,41.58,42.77,43.0,41.07,9556,41257830.0,4.61,2.2,0.92,4.51
2020-09-14,688393,42.92,42.94,43.74,42.72,7681,33952402.0,2.38,0.4,0.17,3.62
2020-09-15,688393,43.06,43.37,43.91,42.72,6063,26789650.0,2.77,1.0,0.43,2.86
2020-09-16,688393,43.86,44.16,45.27,43.54,11727,53217161.0,3.99,1.82,0.79,5.53
2020-09-17,688393,43.85,46.34,48.14,43.28,27119,128247323.0,11.01,4.94,2.18,12.79
2020-09-18,688393,46.15,45.51,46.34,45.09,12666,58856581.0,2.7,-1.79,-0.83,5.97
2020-09-21,688393,45.26,44.36,45.71,44.31,8644,39588656.0,3.08,-2.53,-1.15,4.08
2020-09-22,688393,43.94,44.06,45.72,43.94,8436,38703017.0,4.01,-0.68,-0.3,3.98
2020-09-23,688393,44.18,45.27,46.06,44.18,12502,57872132.0,4.27,2.75,1.21,5.9
2020-09-24,688393,45.24,43.81,45.36,43.68,7822,35335193.0,3.71,-3.23,-1.46,3.69
2020-09-25,688393,44.12,43.89,45.12,43.54,9524,43148169.0,3.61,0.18,0.08,4.49
2020-09-28,688393,43.91,42.36,44.56,41.76,8293,36000284.0,6.38,-3.49,-1.53,3.91
2020-09-29,688393,42.3,42.24,42.96,41.99,4403,19099895.0,2.29,-0.28,-0.12,2.08
2020-09-30,688393,42.63,41.87,42.63,41.87,4042,17449112.0,1.8,-0.88,-0.37,1.91
2020-10-09,688393,42.26,43.05,43.26,42.26,6261,27398535.0,2.39,2.82,1.18,2.95
2020-10-12,688393,43.41,44.42,44.53,43.21,8654,38781712.0,3.07,3.18,1.37,4.08
2020-10-13,688393,44.16,44.42,44.91,44.12,8131,36949348.0,1.78,0.0,0.0,3.84
2020-10-14,688393,44.24,43.8,44.26,43.66,7346,32933210.0,1.35,-1.4,-0.62,3.46
2020-10-15,688393,43.47,42.72,44.15,42.52,8649,38176479.0,3.72,-2.47,-1.08,4.08
2020-10-16,688393,42.72,46.26,46.41,42.46,21623,99160934.0,9.25,8.29,3.54,10.2
2020-10-19,688393,46.06,44.83,46.61,44.77,14592,67912868.0,3.98,-3.09,-1.43,6.88
2020-10-20,688393,45.1,45.46,45.74,44.04,8405,38663165.0,3.79,1.41,0.63,3.96
2020-10-21,688393,45.46,45.49,46.46,45.17,11558,54106271.0,2.84,0.07,0.03,5.45
2020-10-22,688393,46.19,48.66,49.01,46.07,33546,163365566.0,6.46,6.97,3.17,15.82
2020-10-23,688393,47.86,47.39,49.0,47.24,19612,95922216.0,3.62,-2.61,-1.27,9.25
2020-10-26,688393,47.09,48.86,49.05,47.09,17400,85964335.0,4.14,3.1,1.47,8.21
2020-10-27,688393,48.82,48.48,49.55,48.21,11845,58687061.0,2.74,-0.78,-0.38,5.59
2020-10-28,688393,49.05,47.49,49.06,46.76,13881,67524127.0,4.74,-2.04,-0.99,6.55
2020-10-29,688393,47.06,46.56,47.36,45.87,13064,62174715.0,3.14,-1.96,-0.93,6.16
2020-10-30,688393,46.68,45.74,48.18,45.57,13261,63414704.0,5.61,-1.76,-0.82,6.26
2020-11-02,688393,45.74,44.86,45.96,43.12,12403,56367751.0,6.21,-1.92,-0.88,5.85
2020-11-03,688393,45.06,46.12,46.25,44.63,7960,37123834.0,3.61,2.81,1.26,3.75
2020-11-04,688393,46.12,45.67,46.36,45.1,8089,37688238.0,2.73,-0.98,-0.45,3.82
2020-11-05,688393,45.95,47.06,47.39,45.61,9779,46499665.0,3.9,3.04,1.39,4.61
2020-11-06,688393,47.26,45.75,47.26,44.79,13694,64131100.0,5.25,-2.78,-1.31,6.46
2020-11-09,688393,45.91,46.76,46.85,45.37,10113,47900414.0,3.23,2.21,1.01,4.77
2020-11-10,688393,47.04,47.76,48.34,46.66,12939,62875255.0,3.59,2.14,1.0,6.1
2020-11-11,688393,47.26,48.42,48.86,46.82,15694,76832020.0,4.27,1.38,0.66,7.4
2020-11-12,688393,48.06,46.81,48.44,46.66,9372,45144953.0,3.68,-3.33,-1.61,4.42
2020-11-13,688393,46.66,46.88,47.52,45.82,7504,35797378.0,3.63,0.15,0.07,3.54
2020-11-16,688393,46.88,46.73,47.28,46.59,5892,28189371.0,1.47,-0.32,-0.15,2.78
2020-11-17,688393,46.8,44.67,46.9,44.27,12440,57433670.0,5.63,-4.41,-2.06,5.87
2020-11-18,688393,44.7,45.36,45.71,44.56,7254,33484448.0,2.57,1.54,0.69,3.42
2020-11-19,688393,45.26,45.4,45.66,44.86,7141,33029496.0,1.76,0.09,0.04,3.37
2020-11-20,688393,45.16,45.16,45.49,45.06,5832,26933197.0,0.95,-0.53,-0.24,2.75
2020-11-23,688393,45.26,45.06,45.66,44.66,6993,32071817.0,2.21,-0.22,-0.1,3.3
2020-11-24,688393,44.71,45.05,45.56,44.71,4931,22629402.0,1.89,-0.02,-0.01,2.33
2020-11-25,688393,45.26,43.6,45.32,43.29,10938,49304064.0,4.51,-3.22,-1.45,5.16
2020-11-26,688393,43.66,42.15,43.7,41.98,9479,41260075.0,3.94,-3.33,-1.45,4.47
2020-11-27,688393,42.49,41.79,42.74,41.63,5446,23350834.0,2.63,-0.85,-0.36,2.57
2020-11-30,688393,42.02,41.94,42.56,41.58,3791,16349664.0,2.35,0.36,0.15,1.79
2020-12-01,688393,42.02,42.76,42.86,42.02,3956,17205129.0,2.0,1.96,0.82,1.87
2020-12-02,688393,42.83,42.6,42.92,42.18,4077,17697995.0,1.73,-0.37,-0.16,1.92
2020-12-03,688393,42.6,43.24,43.92,42.27,6740,29720805.0,3.87,1.5,0.64,3.18
2020-12-04,688393,43.76,42.98,43.76,42.69,4235,18590010.0,2.47,-0.6,-0.26,2.0
2020-12-07,688393,43.06,42.55,43.06,42.38,3445,15015230.0,1.58,-1.0,-0.43,1.62
2020-12-08,688393,42.42,42.27,42.74,42.25,2413,10479188.0,1.15,-0.66,-0.28,1.14
2020-12-09,688393,42.26,41.7,43.05,41.64,6018,25914004.0,3.34,-1.35,-0.57,2.84
2020-12-10,688393,41.56,41.4,42.66,41.4,3498,14991720.0,3.02,-0.72,-0.3,1.65
2020-12-11,688393,41.66,39.37,41.84,39.31,9588,39299886.0,6.11,-4.9,-2.03,4.52
2020-12-14,688393,39.5,39.61,39.86,38.41,4252,17058335.0,3.68,0.61,0.24,2.01
2020-12-15,688393,39.74,39.85,39.94,39.06,2608,10569654.0,2.22,0.61,0.24,1.23
2020-12-16,688393,40.11,39.03,40.11,38.81,4020,16086158.0,3.26,-2.06,-0.82,1.9
2020-12-17,688393,39.15,39.3,39.33,38.54,3713,14807864.0,2.02,0.69,0.27,1.75
2020-12-18,688393,39.3,38.47,39.35,38.23,4999,19795963.0,2.85,-2.11,-0.83,2.36
2020-12-21,688393,38.26,38.44,38.71,38.07,2811,11078909.0,1.66,-0.08,-0.03,1.33
2020-12-22,688393,38.47,38.33,39.46,38.06,5481,21780385.0,3.64,-0.29,-0.11,2.59
2020-12-23,688393,38.32,37.35,38.66,37.01,7943,30639214.0,4.3,-2.56,-0.98,3.75
2020-12-24,688393,37.26,35.16,37.33,35.16,8618,31850453.0,5.81,-5.86,-2.19,4.07
2020-12-25,688393,35.14,35.42,35.71,35.14,2788,10125082.0,1.62,0.74,0.26,1.32
2020-12-28,688393,35.49,34.52,35.66,34.17,4166,14850333.0,4.21,-2.54,-0.9,1.97
2020-12-29,688393,34.27,34.66,35.24,34.27,2769,9885539.0,2.81,0.41,0.14,1.31
2020-12-30,688393,34.45,35.46,35.85,34.45,4073,14834675.0,4.04,2.31,0.8,1.92
2020-12-31,688393,35.46,36.04,36.23,35.44,2981,11009710.0,2.23,1.64,0.58,1.41
2021-01-04,688393,36.44,36.24,36.46,35.58,3893,14395796.0,2.44,0.55,0.2,1.84
2021-01-05,688393,36.04,37.18,37.24,35.74,5029,18855964.0,4.14,2.59,0.94,2.37
2021-01-06,688393,36.91,36.13,37.46,35.88,4344,16254167.0,4.25,-2.82,-1.05,2.05
2021-01-07,688393,35.86,33.49,35.87,33.49,8251,29101249.0,6.59,-7.31,-2.64,3.89
