amount,close,date,high,low,open,volume,振幅,换手率,涨跌幅,涨跌额,股票代码
39523411.05,6.86,2024-01-08,7.0,6.85,6.97,56964,2.15,0.58,-1.72,-0.12,58
195121838.09,7.28,2024-01-09,7.33,6.84,6.9,272386,7.14,2.77,6.12,0.42,58
181851122.3,7.13,2024-01-10,7.43,7.06,7.38,252073,5.08,2.56,-2.06,-0.15,58
122418509.87,7.17,2024-01-11,7.17,6.99,7.12,172020,2.52,1.75,0.56,0.04,58
373565857.54,7.52,2024-01-12,7.86,7.09,7.11,498772,10.74,5.07,4.88,0.35,58
563053009.05,8.0,2024-01-15,8.28,7.49,7.59,705770,10.51,7.17,6.38,0.48,58
320503729.44,7.77,2024-01-16,7.92,7.65,7.84,411138,3.38,4.18,-2.88,-0.23,58
352645857.8,7.85,2024-01-17,7.98,7.58,7.79,450307,5.15,4.57,1.03,0.08,58
261044425.87,7.63,2024-01-18,7.68,7.11,7.61,349026,7.26,3.54,-2.8,-0.22,58
795671638.84,8.05,2024-01-19,8.4,7.48,7.58,962555,12.06,9.78,5.5,0.42,58
499819155.8,7.76,2024-01-22,8.01,7.51,7.71,637092,6.21,6.47,-3.6,-0.29,58
735881062.56,8.2,2024-01-23,8.54,7.16,7.56,913856,17.78,9.28,5.67,0.44,58
606471789.38,8.26,2024-01-24,8.44,7.94,7.94,734526,6.1,7.46,0.73,0.06,58
668116357.31,8.62,2024-01-25,8.79,8.12,8.16,780726,8.11,7.93,4.36,0.36,58
522116268.92,8.19,2024-01-26,8.72,8.13,8.46,617632,6.84,6.27,-4.99,-0.43,58
434351901.61,8.3,2024-01-29,8.63,8.05,8.07,517933,7.08,5.26,1.34,0.11,58
422097651.98,7.58,2024-01-30,8.15,7.47,8.05,539248,8.19,5.48,-8.67,-0.72,58
310124152.14,6.82,2024-01-31,7.46,6.82,7.4,438537,8.44,4.45,-10.03,-0.76,58
201876518.54,6.41,2024-02-01,6.59,6.17,6.41,314104,6.16,3.19,-6.01,-0.41,58
190335979.8,6.15,2024-02-02,6.61,5.88,6.42,302105,11.39,3.07,-4.06,-0.26,58
161272626.91,5.53,2024-02-05,6.02,5.53,5.99,282318,7.97,2.87,-10.08,-0.62,58
142579101.83,5.78,2024-02-06,5.91,5.2,5.26,253461,12.84,2.57,4.52,0.25,58
141990130.11,5.89,2024-02-07,6.07,5.7,5.7,237712,6.4,2.41,1.9,0.11,58
129628764.9,6.17,2024-02-08,6.21,5.92,5.92,210367,4.92,2.14,4.75,0.28,58
148537962.86,6.28,2024-02-19,6.38,6.12,6.25,236424,4.21,2.4,1.78,0.11,58
110291732.05,6.21,2024-02-20,6.27,6.1,6.27,177484,2.71,1.8,-1.11,-0.07,58
158903998.02,6.32,2024-02-21,6.46,6.14,6.19,249753,5.15,2.54,1.77,0.11,58
141076376.15,6.46,2024-02-22,6.47,6.26,6.28,219420,3.32,2.23,2.22,0.14,58
142749341.97,6.54,2024-02-23,6.55,6.37,6.48,219449,2.79,2.23,1.24,0.08,58
138032615.28,6.56,2024-02-26,6.66,6.48,6.61,208726,2.75,2.12,0.31,0.02,58
