date,股票代码,open,close,high,low,volume,amount,振幅,涨跌幅,涨跌额,换手率,amplitude,pct_change,change,turnover
2024-01-08,603078,15.1,14.75,15.1,14.71,34008,51199757.0,2.58,-2.32,-0.35,1.03,,,,
2024-01-09,603078,14.79,14.58,14.89,14.5,34384,51211497.0,2.64,-1.15,-0.17,1.04,,,,
2024-01-10,603078,14.57,14.44,14.71,14.26,33219,48873950.0,3.09,-0.96,-0.14,1.0,,,,
2024-01-11,603078,14.45,14.78,14.82,14.35,35703,53121524.0,3.25,2.35,0.34,1.08,,,,
2024-01-12,603078,14.75,14.57,14.88,14.57,30637,45742170.0,2.1,-1.42,-0.21,0.93,,,,
2024-01-15,603078,14.52,14.62,14.77,14.42,34400,50988735.0,2.4,0.34,0.05,1.04,,,,
2024-01-16,603078,14.6,14.43,14.65,14.17,37942,55284565.0,3.28,-1.3,-0.19,1.15,,,,
2024-01-17,603078,14.33,13.94,14.45,13.94,32917,47353510.0,3.53,-3.4,-0.49,0.99,,,,
2024-01-18,603078,13.85,13.78,14.03,13.35,62325,86098420.0,4.88,-1.15,-0.16,1.88,,,,
2024-01-19,603078,13.77,13.74,14.0,13.65,41146,57674020.0,2.54,-0.29,-0.04,1.24,,,,
2024-01-22,603078,13.66,12.79,13.77,12.73,53857,72322576.0,7.57,-6.91,-0.95,1.63,,,,
2024-01-23,603078,12.79,12.96,13.02,12.59,48644,63447628.0,3.36,1.33,0.17,1.47,,,,
2024-01-24,603078,12.96,12.97,13.11,12.29,66906,86345979.0,6.33,0.08,0.01,2.02,,,,
2024-01-25,603078,13.09,13.5,13.51,12.82,62785,84553788.0,5.32,4.09,0.53,1.9,,,,
2024-01-26,603078,13.49,13.27,13.58,13.2,51105,69386674.0,2.81,-1.7,-0.23,1.54,,,,
2024-01-29,603078,13.3,12.81,13.51,12.8,41442,54778648.0,5.35,-3.47,-0.46,1.25,,,,
2024-01-30,603078,12.66,12.31,12.89,12.25,40768,51988592.0,5.0,-3.9,-0.5,1.23,,,,
2024-01-31,603078,12.27,11.6,12.32,11.58,58206,70260958.0,6.01,-5.77,-0.71,1.76,,,,
2024-02-01,603078,11.44,11.54,11.85,11.3,55191,65016214.0,4.74,-0.52,-0.06,1.67,,,,
2024-02-02,603078,11.54,10.85,11.69,10.38,77479,86741526.0,11.35,-5.98,-0.69,2.34,,,,
